_id,name,sentence,cmd
11-13,전차장,"즉, 우리는 양동 작전을 펼칠 미끼인 거지.",
11-14,이리나,미끼라니 내키지 않슴다…,"SetSprite(0, ""irina_angry"");"
11-15,전차장,내키는 일만 하고 살 수는 없지.,
11-16,이리나,"아무튼, 거의 다 왔슴다.",
11-17,,"허리 정도 오는 야트막한 둔덕을 따라 포복으로 천천히 다가서니,","SetBackground(""pzIV_mud_day"");"
11-18,,4호 전차의 후미가 시야에 들어오기 시작했다.,
11-19,,"수풀이 길게 자라 있어 은엄폐는 충분했지만, 그 탓에 적도 자세히 보이지 않았다.",
11-20,이리나,여기서는 자세히 안 보입니다만… 진입합니까?,"SetSprite(0, ""irina_basic"");"
11-21,전차장,"잠깐, 아무래도 수상하다.",
11-22,,"아까부터 위화감을 느꼈지만, 인기척이 전혀 느껴지지 않는다.",
11-23,,게다가 연기에서 희미하게 생나무의 냄새가 난다.,
11-24,,"일부러 생나무를 태워 연기를 낸다니, 이상하다.",
11-25,전차장,"함정일 수도 있으니, 먼저 가서 적의 동태를 보고 오겠다.",
11-26,전차장,"10분이 넘어서도 내가 돌아오지 않을 경우, 즉시 전차로 돌아가 증원을 부르도록!",
11-27,이리나,넵 알겠음다!,
11-28,이리나,그럼 저는 여기서 엄호하도록 하겠슴다!,
11-29,이리나,전차장님의 무운을!!!,"SetSprite(0, ""irina_smile"");"
11-30,,탄약수가 연극조로 외치면서 과장되게 경례를 한다.,
11-31,,… 극동의 일본군 흉내인가.,
11-32,전차장,다녀올 테니 이상한 행동은 하지 말고!!,
11-33,이리나,넵!!!,
11-34,,탄약수를 뒤로 한 채 포복으로 천천히 나아간다.,"SetSprite(0, """");"
11-35,,이윽고 둔덕의 끝이 보이고 수풀이 보인다.,
11-36,,은엄폐에는 문제가 없을 터.,
11-37,,조금씩. 그리고 천천히 나아간다.,
11-38,,여름 한낮인지라 이마에 땀이 송골송골 맺히기 시작한다.,
11-39,전차장,휴…,
11-40,,엎드린 상태에서 쌍안경을 꺼내 든다.,"PlaySFX(""weapons_use"");"
11-41,,"그리고, 연기가 나는 곳을 자세히 살펴본다.",
11-42,,… 함정이었다.,
11-43,,잡동사니와 함께 생나무를 피워 일부러 연기를 냈다.,
11-44,전차장,제법이로군.,
11-45,,섣부르게 덤벼들었다면 오히려 당할뻔 했다.,
11-46,,"하지만, 적의 노림수가 무엇인지 확인했으니, 이는 큰 성과다.",
11-47,,이제 적에게 역공을 가할 차례다.,"SetBackground(""mud_day"");"
11-48,,다시 쌍안경을 들고 은엄폐하기 좋은 위치를 찾아본다.,
11-49,,"시선은 위에서부터 조금씩 아래로, 천천히 훑어 내리면서 탐색한다.",
11-50,,함정을 파두었으면 이에 대응할 기습조도 편성하였을 터.,
11-51,,그 기습조를 먼저 발견하여 격멸한다.,
11-52,,적에게 역으로 한 방 먹여주는 거다!,
11-53,전차장,어디냐... 어디 숨었지…,"PlaySFX(""weapons_use"");"
11-54,,…,
11-55,,찾았다.,
11-56,,수풀 한가운데 희미하게 번쩍이는 금속이 보인다.,
11-57,,아마도 총신이나 철제 휘장일 것이다.,
11-58,,거리는 100미터 정도.,
11-59,,"권총으로 제압할 수도 있겠지만, 최대한 리스크를 피하기 위해 근접하여 처리한다.",
11-60,,숨을 죽이고. 조심스레 앞으로 나아간다.,"PlaySFX(""gulp"");"
11-61,,80미터.,
11-62,,60미터…!,
11-63,,수풀 사이로 삐져나온 적의 모습이 보이기 시작했다!!,
11-64,???,으음…,"StopBGM(""bgm18"",0.2);"
11-65,전차장,…???,
11-66,,앳되어 보이는 병사가 수풀 사이에 앉아서 졸고 있다.,
11-67,,… 괜히 긴장했군.,
11-68,,바로 지척까지 다가갔는데도 전혀 눈치를 못 채고 자고 있다.,
11-69,,권총을 꺼내 들어 머리에 겨눈다.,"PlaySFX(""weapons_reload"");"
11-70,,본인이 왜 죽었는지도 모른 채 편안히 가겠군...,
11-71,,방아쇠에... 천천히 힘을…,"PlaySFX(""weapons_reload"");"
11-72,???,할머니… 집에 가고 싶어…,
11-73,,가족이 있나… 보군…,
11-74,???,흑… 할아버지…,
11-75,???,누나… 이모…. 흑흑….,
11-76,,대가족이군… 아무튼 방아쇠에 힘을…,"PlaySFX(""weapons_reload"");"
11-77,???,흑흑… 집에 가고 싶어…,
11-78,,… 어차피 무방비 상태의 적이다.,
11-79,,"그래, 인질로 붙잡자.",
11-80,,"죽이는 것보다는, 인질로 쓰는 게 나을 듯하다.",
11-81,전차장,이봐.,
11-82,,손에 들려있던 MP40 기관단총을 재빨리 빼앗으며 깨운다.,"PlaySFX(""hit"");"
11-83,???,… 히익!!!!,"SetSprite(0, ""daniel_shock"");"
11-84,???,흐아아아아아아!!!!!,"PlayBGM(""bgm04"");"
11-86,전차장,닥쳐! 닥치라구!!,
11-87,???,아아아!! 죽이지만 말아주세요!!!,"SetSprite(0, ""daniel_cry_1"");"
11-88,전차장,알았으니까 조용히 해!!!,
11-89,???,으아… 할머니…!!!,
11-90,전차장,조용히 하라니까!!,
11-91,???,잡… 잡아먹지 말아 주세요!!!,
11-92,전차장,잡아먹는다니?,
11-93,???,"할머니가 유대인이랑 빨갱이는, 사람을 잡아 죽여서 먹는다고 했단 말이에요!!","SetSprite(0, ""daniel_cry_2"");"
11-94,???,전 여기 끌려왔을 뿐이에요!! 잡아먹지 말아 주세요!!!,
11-95,,갈수록 태산이군.,
11-96,전차장,안 잡아먹으니까 조용히 하도록.,
11-97,???,으… 네….,"SetSprite(0, ""daniel_basic"");"
11-98,이리나,전차장님!!! 어떻게 된 겁니까??!!!,"SetSprite(0, ""irina_shock"");"
11-99,,소동을 들었는지 탄약수가 둔덕 위로 고개를 내민다.,
11-100,전차장,난 괜찮다!! 가서 전차를 기동 시켜!!,
11-101,이리나,알겠슴다!!!,"SetSprite(0, ""irina_basic"");"
11-102,???,흑흑… 죽을 거야… 죽을 거라구…,"SetSprite(0, ""daniel_cry_1"");"
11-103,,탄약수를 보내 전차를 준비시킨다.,
11-104,,이제 지루한 대치를 끝낼 순간이 왔다.,
11-105,전차장,"그럼, 너희 전차장이 있는 곳으로 안내해주도록.",
11-106,???,흑흑… 네?? 저희 전차장님이요??,"SetSprite(0, ""daniel_shock"");"
11-107,???,으… 뭐라고 변명해야 하지… 난 죽었어….,
11-108,,변명 정도로 해결될 상황은 아닌 거 같다만.,
11-109,다니엘,"저, 제 이름은 다니엘이라고 하는데요…","SetSprite(0, ""daniel_basic"");"
11-110,다니엘,그래도… 싸우다 잡혔다고 해주시면 안 될까요??,UnlockBook(6);
11-111,다니엘,그리고 제가 다리를 다쳐서 잘 못 걷거든요...,
11-112,전차장,움직일 수는 있지? 앞장서라.,
11-113,다니엘,아파요!!,"SetSprite(0, ""daniel_cry_1"");"
11-114,전차장,엄살은!! 이 정도로는 안죽는다!!,
11-115,,다리를 질질 끌면서 불쌍한 표정으로 쳐다본다.,
11-116,,마치 주인 잃어버린 강아지 같은 얼굴이로군…,
11-117,다니엘,그… 레베카 씨한테 의약품을 주신 분 맞으시죠?,"SetSprite(0, ""daniel_cry_2"");"
11-118,전차장,정확하게는 교환이었다만.,
11-119,다니엘,감사합니다… 덕분에 그나마 지금은 절뚝거리면서라도 걸을 수 있게 되었어요!!,"SetSprite(0, ""daniel_basic"");"
11-120,전차장,그래? 부상병이 바로 자네였군!,
11-121,다니엘,네! 맞아요!!,
11-122,다니엘,"그리고 보시다시피, 제가 몸 상태가 매우 좋지 않아요…",
11-123,다니엘,험하게 다루면 금방 죽을지도 몰라요!! 콜록콜록!!,
11-124,다니엘,그러니… 그만 놔주시면 안 될까요?,"SetSprite(0, ""daniel_cry_1"");"
11-125,다니엘,어차피 이 망가진 다리로는 도망도 못 치니까요…,
11-126,,아주 불쌍해 보이는 표정을 짓더니 울먹거린다.,
11-127,,동정심을 사려는 건가…,
11-128,전차장,"좋다 그렇다면,",
11-129,전차장,부목을 좀 더 꽉 조여주지.,
11-130,다니엘,네????,"SetSprite(0, ""daniel_shock"");"
11-131,전차장,그럼 지금보다는 자연스럽게 걸을 수 있을 거다. 어때?,
11-132,다니엘,"… 네?? 아뇨, 아뇨, 아뇨, 아뇨….",
11-133,다니엘,제 말 듣고는 있는 겁니까? 젠장!!!,
11-134,,"떠들든 말든, 부목을 단단히 조여주기로 했다.",
11-135,전차장,이렇게 엉성하게 처치해 놨으니 당연히 더 아프지!!,
11-136,다니엘,건들지 말라니깐!!! 아프다고!!!,"SetSprite(0, ""daniel_cry_1"");"
11-137,전차장,흡!!,"PlaySFX(""bonesetting"");"
11-138,다니엘,으아아아아!!! 젠장!!!!,
11-139,다니엘,망할 공산주의자 빨갱이 같으니라고!!!!!!!,
11-140,전차장,이제 됐다!!,"PlaySFX(""bonesetting"");"
11-141,전차장,"그리고, 조용히 좀 하라니까!!",
11-142,아델라이데,이게 무슨 일이지???!!!,"SetSprite(0, ""adel_shock"");"
11-143,,다행인지 불행인지.,
11-144,,이 이중인격 병사한테 안내받을 필요가 없게 되어 버렸다.,"Wait(0.8);StopBGM(""bgm04"",1);"
12-1,아델라이데,"혼자서 급습이라니, 배짱은 좋군.","SetSprite(0, ""adel_basic"");SetBackground(""mud_day"");PlayBGM(""bgm10"");"
12-2,아델라이데,지금 항복한다면 목숨은 살려주지.,"PlaySFX(""weapons_use"");"
12-3,전차장,과연? 혼자 왔다고 생각하는 건가?,
12-4,아델라이데,그럼 지금 옆에 누가 있지?,
12-5,다니엘,… 저요?,"SetSprite(1, ""daniel_basic"");"
12-6,아델라이데,… 한심한 무선병을 빼면 다른 사람은 안 보이는군.,
12-7,전차장,당연히 주변에 매복해 있을 거라 생각은 안 해봤나?,
12-8,아델라이데,"대꾸할 필요를 못 느끼겠으니, 그만하지.","SetSprite(0, ""adel_basic"");"
12-9,,서로 총을 겨누며 대치 상태를 어떻게든 만들어 놨지만.,
12-10,,사실… 현 상황에서는 열세가 맞다.,
12-11,,탄약수를 보냈기 때문에 혼자서 대응해야 한다.,
12-12,,"하지만, 내 역할은 아군이 올 때까지 시간을 버는 것이다.",
12-13,,현재의 대치 상태를 이어가면 우리의 승리다!,
12-14,전차장,"아무튼, 항복해라!",
12-15,전차장,그럼 다니엘이라는 아이는 살려주도록 하지!,
12-16,아델라이데,"귀관이 내 입장이라면,","SetSprite(0, ""adel_smile_1"");"
12-17,아델라이데,겨우 부상병 하나 살리자고 항복할 것 같나?,
12-18,다니엘,으으… 살려주세요 전차장님!!!,"SetSprite(1, ""daniel_cry_1"");"
12-19,다니엘,흐어어어엉!!,"SetSprite(1, ""daniel_cry_2"");"
12-20,아델라이데,조용히 못 하겠나? 볼썽사납군!!,"SetSprite(0, ""adel_angry_1"");"
12-21,전차장,그건 동감하는 바이다.,
12-22,다니엘,흐윽… 누가 도와주세요!!,
12-23,레베카,???!!!,"SetSprite(0, ""rebecca_shock"");"
12-24,레베카,갑자기 무슨 일인가요!!!,
12-25,,하필이면 제일 도움 안 될 사람이 와버렸다.,
12-26,다니엘,레베카 씨!!! 살려주세요!!!,
12-27,레베카,"전차장님, 갑자기 이게 무슨!!!","SetSprite(1, "" adel_basic"");"
12-28,아델라이데,자네가 끼어들 일이 아니다.,
12-29,아델라이데,가서 할 일마저 하도록.,
12-30,레베카,전차장님 같으면 이 상황에서 태연하게 점심 준비할 수 있겠어요!!,
12-31,아델라이데,그럼? 중재라도 하겠다는 건가 저번처럼?,"SetSprite(1, "" adel_smile_1"");"
12-32,레베카,하지만…!!,
12-33,아델라이데,물러나 있도록.,"SetSprite(1, ""adel_basic"");"
12-34,아델라이데,여기서 내가 죽을 일은 단연코 없다.,
12-35,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_reload"");"
12-36,아델라이데,"물론, 귀관은 여기서 죽겠지만!","SetSprite(1, ""adel_smile_1"");"
12-37,다니엘,으아아아아아아!! 쏘지 마세요!!!,"SetSprite(0, ""daniel_cry_2"");"
12-38,아델라이데,3초 주겠다. 쏠 테니 알아서 피하도록.,"SetSprite(1, ""adel_basic"");"
12-39,다니엘,으아아아아아!! 이런 미친!!!,
12-40,전차장,이렇게 된 이상 어쩔 수 없지!!,"PlaySFX(""weapons_use"");"
12-41,,"순간, 누군가가 사이로 비집고 들어 온다!",
12-42,,… 레베카 씨?,
12-43,레베카,"그, 그만두세요!!","SetSprite(1, ""rebecca_angry"");"
12-44,레베카,전차장님은 저까지 쏠 생각이신가요?!!,
12-45,다니엘,아아!! 잘했어요 레베카 씨!!!,"SetSprite(0, ""daniel_cry_1"");"
12-46,전차장,위험하게 갑자기?!,
12-47,아델라이데,비켜라.,"SetSprite(0, ""adel_basic"");"
12-48,아델라이데,왜 계속 방해하는 거지?,
12-49,레베카,빚… 빚입니다.,
12-50,아델라이데,뭐??,"SetSprite(0, ""adel_shock"");SetSprite(1, "" rebecca_angry"");"
12-51,레베카,아델라이데 대위님이 저한테 호의를 베푸는 것과 동일한 이유죠.,
12-52,레베카,저도 이분에게 마음의 빚이 있기 때문이에요!!,
12-53,,… 착하게 살길 잘했군.,
12-54,아델라이데,그런 말도 안 되는 이유를…,"SetSprite(0, ""adel_angry_2"");"
12-55,아델라이데,다시 한번 말하지. 비켜라.,
12-56,레베카,"아뇨, 저도 제가 지킬 수 있는 한 지킬 겁니다.",
12-57,레베카,더는… 빼앗기고 싶지 않아요!,
12-58,레베카,제 가족들처럼 무력하게 빼앗기지만은 않을 거예요!,
12-59,아델라이데,휴… 아픈 데를 찌르는군.,"SetSprite(0, ""adel_basic"");"
12-60,,…,"PlaySFX(""nature_sound_birds"");"
12-61,,잠시 정적이 흐른다.,
12-62,아델라이데,"좋다, 그럼 어떻게 하고 싶은 거지?","SetSprite(1, """");SetSprite(0, ""adel_basic"");"
12-63,아델라이데,공산주의자들한테 항복이라도 하라는 건가?,
12-64,전차장,우리야 당연히 좋은 조건이지만.,
12-65,전차장,"백배 양보해서, 대치를 끝내는 건 어떤가?",
12-66,아델라이데,어떻게?,
12-67,전차장,간단하다. 서로 이제 갈 길 가는 거다.,
12-68,전차장,명료하지 않나?,
12-69,레베카,네! 그게 우리한테도 최선일 거라고 생각해요.,"SetSprite(1, "" rebecca_basic"");"
12-70,아델라이데,음…,"SetSprite(1, """");"
12-71,아델라이데,좋다. 그럼 현 시간부로 서로 적대 행위를 멈추고 떠나도록 하지.,
12-72,아델라이데,그러니 이제 우리 무선병을 놓아주겠나?,
12-73,전차장,총을 집어넣는다면 바로 풀어주지.,
12-74,아델라이데,귀관이야말로 총을 내려 놓는 건?,"SetSprite(0, ""adel_smile_1"");"
12-75,전차장,… 못 믿겠다는 건가?,
12-76,아델라이데,당연하지. 우선 MP40부터 바닥에 던져라.,
12-77,,"<i><b> ""철컥"" </b></i>","PlaySFX(""weapons_reload"");"
12-78,,어깨에 메고 있던 기관단총을 저 멀리 던져서 치웠다.,
12-79,,이제 화기의 위력은 피차 대등해졌다.,
12-80,전차장,만족하나?,
12-81,아델라이데,일단은? 권총도 집어넣어라.,"SetSprite(0, ""adel_basic"");"
12-82,전차장,그렇다면…,
12-83,전차장,동시에… 권총을 집어넣도록 하지.,
12-84,아델라이데,좋다. 동시에…,
12-86,,천천히.,
12-87,,슬로모션처럼 총을 서서히 내린다.,"PlaySFX(""weapons_use"");"
12-88,,긴장된다.,
12-89,,갑자기 총을 쏠지도 모른다. 혹시 모르니 무선병을 더욱 가까이 잡아당긴다.,
12-90,다니엘,으…,"SetSprite(1, ""daniel_basic"");"
12-91,,천천히,
12-92,,루거 권총이 권총집에 완전히 들어간 것을 확인하면서.,
12-93,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_use"");"
12-94,,토카레프 권총을 거의 동시에 권총집에 넣는다.,
12-95,아델라이데,자. 이제??,
12-96,전차장,알겠다. 약속대로 풀어주지.,
12-97,다니엘,으허헝!! 전차장님!! 레베카 씨!!!,"SetSprite(1, ""daniel_cry_2"");"
12-98,레베카,다니엘 씨! 조심하세요!!,"SetSprite(0, ""rebecca_basic"");"
12-99,,오른발을 절뚝거리면서 달려 나가는 모양새가 어째 하찮아 보인다.,"SetSprite(1, """");"
12-100,아델라이데,…,"SetSprite(0, ""adel_basic"");"
12-101,아델라이데,그럼…!,
12-102,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_reload"");"
12-103,,4호 전차장이 순식간에 루거를 빼 들었다!,
12-104,전차장,무… 무슨 짓이지??!!,
12-105,아델라이데,시끄러워.,"SetSprite(0, ""adel_angry_2"");"
12-106,아델라이데,아까부터 T-34의 엔진 시동음이 계속 들리더군.,
12-107,아델라이데,우릴 기만한 뒤에 전차로 급습할 생각이었지?!,
12-108,전차장,… 부정하지는 않겠다.,
12-109,레베카,그런…!!!,"SetSprite(0, ""rebecca_shock"");"
12-110,전차장,하지만…!!,"SetSprite(0, """");"
12-111,전차장,방금 전의 휴전 제의는 진심이었다!!,
12-112,전차장,기회를 주면 입증해 보이겠다!!,
12-113,아델라이데,어떻게 한다는 건가?,"SetSprite(0, ""adel_basic"");"
12-114,전차장,"지금, 우리측 진지에 가서 전차의 기동을 멈추도록 하겠다.",
12-115,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_reload"");"
12-116,,루거의 장전음이 매섭게 울렸다.,
12-117,아델라이데,그 말을 믿으라고 하는 소리인가?,"SetSprite(0, ""adel_angry_2"");"
12-118,전차장,"믿든 말든, 현 상황에서는 당신네도 선택지가 많지 않을 텐데?",
12-119,아델라이데,무슨 소리지?,
12-120,전차장,지금 날 쏘면 총소리를 듣고 우리 측 승무원들이 전차를 이끌고 오겠지.,
12-121,전차장,그럼 예열도 안 된 4호 전차쯤이야 순식간에 고철로 변할 거다.,"SetSprite(0, ""adel_shock"");"
12-122,아델라이데,…,"SetSprite(0, ""adel_basic"");"
12-123,전차장,"하지만, 내게 기회를 주고 함께 간다면 그런 일은 벌어지지 않을 거다.",
12-124,전차장,맹세하지!! 나쁜 제안은 아닐 거다.,
12-125,아델라이데,이미 외통수다. 이 말인가.,
12-126,레베카,전차장님…,"SetSprite(0, ""rebecca_shock"");"
12-127,,눈을 질끈 감더니 생각에 잠긴 표정이다.,
12-128,,이 상황에서 최선의 선택이 무엇인지.,
12-129,,... 부디 잘 생각하길 바란다…!,
12-130,아델라이데,… 좋다. 앞장서라.,"SetSprite(0, ""adel_basic"");"
12-131,,해냈다…!,
12-132,,살아남을 가능성이 조금이나마 올랐으니 적이지만 감사하다고 해야 할까.,
12-133,아델라이데,"대신, 허튼짓하는 순간","SetSprite(0, ""adel_angry_2"");"
12-134,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_reload"");"
12-135,아델라이데,바로 머리에 바람구멍을 내주겠다.,
12-136,전차장,… 알겠다. 같이 가자구.,
12-137,,감사 인사는 미뤄두어야겠군.,
12-138,,아직 대치는 끝나지 않았다.,"Wait(1.2);StopBGM(""bgm10"",1);"
13-1,,잠시 후.,"MakeTitle("""");SetBackground(""t34_mud_day"");"
13-2,소냐,전차장님!!!,"SetSprite(0, ""irina_shock"");SetSprite(1, "" michael_angry"");PlayBGM(""bgm08"");"
13-3,미하일,전차장님이 인질로 잡혔다!!,
13-4,미하일,인민의 분노를 담아 철저한 응징을…!!!,
13-5,전차장,잠깐!! 잠깐!!,
13-6,전차장,진정들 해!!,"SetSprite(0, """");SetSprite(1, """");"
13-7,,T-34 전차장이 손을 내저으며 말리는 모습이 보인다.,
13-8,,솔직히 못 미더워 보인다.,
13-9,아델라이데,소란스럽기 그지없군.,"SetSprite(0, ""adel_angry_1"");"
13-10,아델라이데,귀관의 부하들이니 어서 통제하길 바란다.,
13-11,소냐,이건 무슨??!!,"SetSprite(0, ""sonya_angry"");"
13-12,전차장,진정들하고…,
13-13,전차장,"갑작스럽긴 하지만,",
13-14,전차장,현 시간부로 휴전하기로 했다!,
13-15,이리나,… 드디어 미치셨슴까?,"SetSprite(0, ""irina_angry"");"
13-16,전차장,"아니, 이건 그러니까,",
13-17,전차장,신사협정이라는 거다!!,
13-18,전차장,이렇게 싸워봐야 서로에게 득이 될 것 없으니까!!,
13-19,미하일,아하!! 그것참 잘되었군요!!,"SetSprite(0, ""michael_smile"");"
13-20,소냐,"미하일, 납득이 너무 빠른 거 아니야?","SetSprite(0, ""sonya_angry"");"
13-21,소냐,우리가 언제부터 이해득실 따지면서 전쟁했나요?,
13-22,,포수인 노란 머리 중사가 계속 이쪽을 쏘아 본다.,
13-23,,아무래도 상황을 이해하지 못한 모양이다.,
13-24,전차장,그러니깐…,
13-25,아델라이데,괜찮다면 본관이 설명토록 하지.,"SetSprite(0, ""adel_basic"");"
13-26,아델라이데,"본 대치 상태가 무의미하다는 것에, 쌍방이 합의점을 찾아냈다는 거다.",
13-27,아델라이데,이상.,
13-28,,군더더기 없이 간단하고 명료한 설명이다.,
13-29,,다들 이해했겠지.,
13-30,이리나,… 그게 그 말 아닙니까?,"SetSprite(0, ""irina_angry"");"
13-31,소냐,하…,"SetSprite(0, ""sonya_angry"");"
13-32,아델라이데,… 설명이 부족한가?,"SetSprite(0, ""adel_basic"");"
13-33,전차장,당연하지.,
13-34,아델라이데,그럼 어떻게 설명해줘야 하는 건가?,
13-35,전차장,글쎄… 아무튼 대치 상황을 끝내게 되었다.,"SetSprite(0, """");"
13-36,전차장,이 정도면 족한 거 아닌가?!,
13-37,미하일,만족합니다!!,"SetSprite(0, ""michael_smile"");"
13-38,이리나,… 그냥 집에 가고 싶슴다.,"SetSprite(0, ""irina_angry"");"
13-39,소냐,"음, 별수 없죠.","SetSprite(0, ""sonya_basic"");"
13-40,전차장,자! 어떤가?,
13-41,,전차장이 의기양양한 표정으로 이쪽을 바라본다.,
13-42,,칭찬이라도 해주길 바라는 건가.,
13-43,아델라이데,"좋다, 상황이 정리된 모양이군.","SetSprite(1, ""adel_basic"");"
13-44,아델라이데,그렇다면 앞으로 2시간 내로…,
13-45,미하일,휴전 기념 파티를 해야죠!!,"SetSprite(0, ""michael_smile"");"
13-46,아델라이데,…???,"SetSprite(1, ""adel_shock"");"
13-47,미하일,어떻습니까 전차장님!!,
13-48,전차장,기왕 이렇게 되었으니까.,
13-49,전차장,하루 정도야 괜찮겠지!!,
13-50,아델라이데,뭐…?,
13-51,소냐,나쁘지 않네요! 혹시 쇼카콜라 더 있어요?,"SetSprite(0, ""sonya_smile_1"");"
13-52,아델라이데,장난은 작작 하는 게!!!,"SetSprite(1, ""adel_angry_2"");"
13-53,,"<i><b> ""철컹"" </b></i>","SetSprite(1, ""adel_shock"");PlaySFX(""shell_reload"");"
13-54,,탄약통 소리?!,
13-55,,무슨 짓을…!!!,
13-56,이리나,…,"SetSprite(0, ""irina_basic"");"
13-57,이리나,이런 날을 위해서,
13-58,,"<i><b> ""철컹"" </b></i>","PlaySFX(""hatch_open"");"
13-59,이리나,아껴둔 특제 보드카임다.,"SetSprite(0, ""irina_smile"");"
13-60,아델라이데,…,"SetSprite(1, ""adel_angry_1"");"
13-61,소냐,이리나!! 탄약통에 이상한 거 숨기지 말라고 했지!!!,"SetSprite(0, ""sonya_angry"");"
13-62,이리나,어? 찾아보니.,"SetSprite(0, ""irina_basic"");PlaySFX(""hatch_open"");"
13-63,이리나,그루지야산 와인도 있슴다?,
13-64,이리나,이건 아버지가 입대할 때 따로 챙겨주신 귀한 건데…,
13-65,아델라이데,와…인…,"SetSprite(1, ""adel_basic"");"
13-66,,"<i><b> ""꿀꺽"" </b></i>","PlaySFX(""gulp"");"
13-67,이리나,하지만! 오늘은 날이 아닌가 봅니다.,"SetSprite(0, ""irina_smile"");"
13-68,이리나,아쉽게도 다음 기회를 기약하며…,
13-69,아델라이데,… 익일 6시.,
13-70,이리나,음?,"SetSprite(0, ""irina_basic"");"
13-71,아델라이데,익일 6시에 해산하는 거로 하지.,
13-72,아델라이데,남은 시간은 편히 즐기도록.,
13-73,미하일,하하하!! 좋습니다!!!,"SetSprite(0, ""michael_smile"");"
13-74,미하일,오늘은 미하일 특선 요리를 대령해야겠군요!!,
13-75,소냐,꺄아~!! 쇼카콜라!!,"SetSprite(1, "" sonya_smile_2"");"
13-76,,그래.,"SetSprite(0, """");SetSprite(1, """");"
13-77,,이런 멍청한 짓도. ,
14-0,,가끔은 괜찮겠지.,
14-1,,,"StopBGMAll();MakeTitle(""오후 6시. 폐가 내부."");SetBackground(""ruin_night_in""); SetDateTime(""1943.08.05 18:00"");PlayBGM(""bgm04"");"
14-2,다니엘,으… 정말 괜찮은 거 맞아요?,"SetSprite(0, ""daniel_basic"");"
14-3,다니엘,갑자기 공격한다거나... 잡아먹는다거나!,
14-4,레베카,괜찮다니깐요! 믿을만한 사람들이에요.,"SetSprite(1, ""rebecca_smile_2"");"
14-5,다니엘,하지만 우리 할머니가!! 유대인이랑 빨갱이는 사람을 납치한 다음에 잡아먹는다구!!,"SetSprite(0, ""daniel_cry_1"");"
14-6,레베카,그런 말을 진짜로 믿나요?,"SetSprite(1, ""rebecca_shock"");"
14-7,이리나,… 맛있어 보이는 독일인이로군.,"SetSprite(1, ""irina_basic"");PlaySFX(""gulp"");"
14-8,다니엘,히이이이이익!!!,"SetSprite(0, ""daniel_shock"");"
14-9,이리나,장난임다. 설마 잡아 먹겠슴까?,"SetSprite(1, ""irina_smile"");"
14-10,이리나,살을 더 찌운 다음이면 몰라도…,"PlaySFX(""gulp"");"
14-11,다니엘,레베카 씨!! 저 돌아갈래요!!,
14-12,소냐,이리나! 아픈 사람 그만 놀리고 와서 미하일 좀 도와줘!!,"SetSprite(0, ""sonya_smile_1"");"
14-13,이리나,넵 알겠슴다.,
14-14,소냐,"그리고, 당신은 다친 데 보여줘 봐요.","SetSprite(0, ""sonya_basic"");"
14-15,다니엘,싫어요!! 다리를 자르려고 그러는 거죠?!!,"SetSprite(1, ""daniel_cry_1"");"
14-16,소냐,오른쪽 다리인가 보네.,"SetSprite(0, ""sonya_smile_2"");"
14-17,소냐,"골절 같은데, 어디 한번 볼까!",
14-18,,"<i><b> ""우드득"" </b></i>","PlaySFX(""bonesetting"");"
14-19,다니엘,으아아아아아아아아아아악!!!!!,"SetSprite(1, ""daniel_cry_2"");"
14-20,소냐,뼈도 안 맞추고 부목부터 했으니 당연히 아프지!,
14-21,다니엘,흐으으윽… 차라리 죽여줘... 이 악랄한 놈들아…,
14-22,소냐,좀 쉬면 나아질 거에요. 걱정말아요.,"SetSprite(0, ""sonya_smile_1"");"
14-23,레베카,감사합니다 중사님!!,"SetSprite(1, ""rebecca_smile_1"");"
14-24,소냐,별 건 아니야. 근데 어쩌다 다친 거예요??,"SetSprite(0, ""sonya_basic"");"
14-25,레베카,음… 그게 사실은…,"SetSprite(1, ""rebecca_basic"");"
14-26,다니엘,용감하게 싸우다 다쳤다고 해줘요!!,
14-27,레베카,"음, 대위님이 후방으로 빠진다고 하니깐 자기도 데려가 달라면서,",
14-28,레베카,해치 위로 급하게 뛰어들면서 타다가 다쳤어요.,
14-29,레베카,저도 그래서 전차는 뛰어서 타고 내리는 게 맞나보다 하고. 계속 그렇게 탔죠!,
14-30,소냐,하…,"SetSprite(0, ""sonya_angry"");"
14-31,다니엘,뭐… 뭡니까!! 그 한심하다는 표정은!!,"SetSprite(0, ""daniel_basic"");SetSprite(1, ""rebecca_angry"");"
14-32,다니엘,무선병 없이 전차를 운용할 수 있을 거 같아요??!!,
14-33,레베카,맞아요! 그래도 다니엘 씨는 열심히 해줬어요.,
14-34,레베카,전투가 벌어졌을 때는 무선으로 도움도 요청하고요!!,
14-35,다니엘,부상으로 정신이 없는 와중에도 투혼을 발휘하고!!,
14-36,소냐,"그럼, 그때 증원 요청하고 회신은 받았나요?","SetSprite(1, ""sonya_angry"");"
14-37,다니엘,"주파수가 안 맞았는지, 결국 못 받았죠.",
14-38,다니엘,…,
